seed,Time(h),model,Coverage,Mean,Std_Dev,CSV_Coverage,DSV_Coverage,New_locs,Cov_Efficiency,CovDev_Vehicle_Path,Mean_Runtime
42,2023-01-01 00:59:00,TSMTC-C,4189.0,0.7076797385620915,0.5039126409609042,4091.0,238.0,98.0,0.4083333333333333,0.507412744183211,0.6007623672485352
42,2023-01-01 01:59:00,TSMTC-C,4127.0,0.696078431372549,0.5049923772078765,4020.0,239.0,107.0,0.44583333333333336,0.49679915921553097,0.5728285312652588
42,2023-01-01 02:59:00,TSMTC-C,4061.0,0.6826797385620915,0.5058100427961031,3938.0,231.0,123.0,0.5125,0.5252921666534205,0.5935773849487305
42,2023-01-01 03:59:00,TSMTC-C,3942.0,0.6643790849673202,0.5290011923647675,3826.0,216.0,116.0,0.48333333333333334,0.8411159221611678,0.5897061824798584
42,2023-01-01 04:59:00,TSMTC-C,3850.0,0.6429738562091504,0.5076052123492073,3695.0,237.0,155.0,0.6458333333333334,0.4883225741495124,0.5931434631347656
42,2023-01-01 05:59:00,TSMTC-C,3895.0,0.6550653594771242,0.513039604953667,3769.0,239.0,126.0,0.525,0.49947014168674986,0.5934138298034668
42,2023-01-01 06:59:00,TSMTC-C,4240.0,0.7184640522875817,0.5042164636064695,4157.0,238.0,83.0,0.3458333333333333,0.49123738938309114,0.5998291969299316
42,2023-01-01 07:59:00,TSMTC-C,4582.0,0.7763071895424837,0.557592359136958,4511.0,195.0,71.0,0.29583333333333334,1.6400958904632772,0.5920789241790771
42,2023-01-01 08:59:00,TSMTC-C,4604.0,0.7797385620915033,0.47915495837346833,4532.0,229.0,72.0,0.3,0.5234713311263234,0.585975170135498
42,2023-01-01 50:00:00,TSMTC-C,4165.555555555556,0.702596223674655,0.5117027613054913,4059.8888888888887,229.11111111111111,105.66666666666667,0.44027777777777777,0.6681352576691428,0.5912572277916802
42,2023-01-01 100:00:00,TSMTC-C,5567.0,6.324019607843137,3.5205389218511884,5400.0,1328.0,167.0,0.028993055555555557,3.424881074036199,151.36086893081665
