132,39
173,40
29,32
6,48
166,37
124,40
44,47
159,34
2,50
117,37
136,50
120,42
139,55
113,39
154,40
173,53
30,4
131,56
122,7
6,61
166,50
105,40
64,2
124,53
108,45
22,5
127,58
168,59
66,48
85,61
98,0
15,2
142,43
1,67
161,56
119,59
17,48
110,10
94,2
154,53
52,5
112,56
131,69
115,61
128,0
45,2
108,58
168,72
107,62
181,11
126,75
140,10
24,64
98,13
43,77
142,56
1,80
161,69
100,59
174,8
119,72
17,61
158,0
177,13
77,75
75,2
94,15
176,54
80,80
33,5
179,59
93,19
167,5
137,62
170,10
156,75
128,13
73,77
114,78
147,26
67,3
12,67
86,16
31,80
3,18
130,59
89,21
149,72
88,62
162,11
107,75
181,24
79,13
165,16
65,78
68,83
155,8
100,72
141,73
158,13
58,75
144,78
61,80
176,67
0,70
19,83
179,72
137,75
150,14
95,78
169,27
12,80
53,81
172,32
130,72
171,73
88,75
129,76
47,37
162,24
46,78
132,81
5,40
165,29
49,83
180,14
125,78
39,38
42,80
83,81
157,30
0,83
160,35
159,76
118,38
150,27
34,81
153,32
172,45
113,81
27,41
104,32
145,33
164,46
122,49
180,27
4,30
138,30
157,43
160,48
118,51
134,32
175,33
110,52
143,0
8,41
145,46
164,59
122,62
4,43
22,60
55,8
173,0
131,3
15,57
175,46
18,62
133,49
31,1
91,52
110,65
8,54
168,6
11,59
85,8
167,47
126,9
43,11
170,52
103,62
161,3
106,67
147,68
119,6
64,70
3,60
163,49
22,73
77,9
61,1
121,52
140,65
98,68
115,8
15,70
101,73
156,9
18,75
133,62
174,63
12,1
91,65
177,68
149,6
94,70
135,71
168,19
52,73
167,60
10,76
170,65
142,3
128,68
147,81
100,6
45,70
86,71
141,7
58,9
3,73
89,76
42,1
61,14
176,1
47,79
162,66
121,65
181,79
80,27
0,4
179,6
79,68
165,71
98,81
137,9
82,73
156,22
21,63
95,12
40,76
155,63
174,76
53,15
177,81
130,6
75,70
116,71
171,7
88,9
74,74
148,23
46,12
151,28
49,17
109,68
128,81
169,82
67,71
125,12
70,76
144,25
83,15
28,79
162,79
146,71
63,73
104,74
178,23
137,22
21,76
136,26
155,76
53,28
139,31
158,81
171,20
148,36
13,77
46,25
151,41
16,82
150,82
134,74
166,26
9,79
83,28
102,41
44,36
159,23
178,36
2,39
136,39
34,28
180,82
97,47
14,49
129,36
173,42
6,50
166,39
124,42
143,55
159,36
2,52
117,39
76,1
120,44
161,45
97,60
154,42
173,55
131,58
115,50
106,1
6,63
147,2
105,42
124,55
108,47
127,60
168,61
57,1
98,2
15,4
142,45
1,69
161,58
101,7
119,61
177,2
94,4
80,69
154,55
52,7
112,58
115,63
156,64
87,1
128,2
130,48
89,10
168,74
107,64
181,13
126,77
79,2
24,66
98,15
43,79
142,58
1,82
100,61
174,10
119,74
158,2
177,15
77,77
75,4
61,69
176,56
80,82
135,18
19,72
179,61
137,64
51,24
156,77
109,2
54,66
169,16
114,80
67,5
12,69
31,82
72,83
172,21
130,61
149,74
88,64
47,26
107,77
181,26
162,13
146,5
165,18
65,80
63,7
49,72
155,10
141,75
125,67
58,77
144,80
158,15
116,18
61,82
102,83
176,69
135,31
0,72
179,74
137,77
178,78
150,16
95,80
169,29
12,82
53,83
172,34
171,75
28,26
88,77
129,78
47,39
146,18
46,80
132,83
5,42
165,31
164,35
180,16
125,80
23,32
83,83
157,32
74,34
160,37
159,78
117,81
150,29
134,21
34,83
153,34
111,37
113,83
104,34
145,35
164,48
103,38
122,51
106,43
180,29
4,32
138,32
157,45
160,50
13,37
118,53
134,34
175,35
8,43
11,48
43,0
122,64
1,3
106,56
4,45
163,38
22,62
140,54
38,43
131,5
15,59
101,62
175,48
18,64
133,51
152,64
31,3
91,54
110,67
8,56
94,59
168,8
11,61
167,49
126,11
24,0
10,65
170,54
84,51
43,13
128,57
161,5
147,70
64,72
3,62
163,51
22,75
61,3
121,54
140,67
181,68
98,70
156,11
101,75
54,0
155,52
174,65
91,67
177,70
149,8
94,72
135,73
107,11
52,75
93,76
167,62
10,78
170,67
49,6
109,57
128,70
147,83
26,22
141,9
86,73
100,8
58,11
3,75
89,78
144,14
42,3
61,16
176,3
47,81
162,68
121,67
181,81
179,8
79,70
165,73
137,11
82,75
123,76
21,65
95,14
40,78
174,78
158,70
177,83
130,8
171,9
116,73
88,11
74,76
148,25
46,14
32,79
151,30
49,19
109,70
150,71
67,73
153,76
141,22
125,14
70,78
144,27
9,68
83,17
28,81
162,81
0,19
146,73
63,75
104,76
178,25
159,12
21,78
62,79
136,28
180,71
139,33
171,22
148,38
13,79
151,43
90,33
134,76
48,36
92,79
166,28
9,81
143,44
25,25
44,38
159,25
178,38
2,41
97,49
14,51
154,31
173,44
131,47
6,52
166,41
124,44
143,57
127,49
2,54
117,41
76,3
120,46
161,47
154,44
173,57
131,60
115,52
106,3
6,65
147,4
105,44
108,49
168,63
140,1
85,65
126,66
98,4
142,47
1,71
161,60
101,9
119,63
17,52
91,1
177,4
94,6
176,45
80,71
135,7
52,9
179,50
112,60
170,1
115,65
128,4
73,68
12,58
86,7
130,50
89,12
149,63
168,76
47,15
162,2
107,66
181,15
126,79
121,1
79,4
24,68
65,69
165,7
68,74
142,60
100,63
174,12
158,4
177,17
77,79
116,7
61,71
176,58
74,10
19,74
179,63
137,66
51,26
156,79
109,4
54,68
95,69
169,18
114,82
12,71
172,23
70,12
130,63
171,64
88,66
47,28
107,79
148,80
181,28
162,15
146,7
46,69
5,31
65,82
165,20
104,10
49,74
7,77
40,25
141,77
125,69
58,79
144,82
158,17
116,20
157,21
0,74
74,23
160,26
137,79
178,80
35,31
95,82
169,31
134,10
153,23
172,36
37,77
171,77
129,80
46,82
5,44
123,36
164,37
122,40
180,18
125,82
23,34
138,21
157,34
160,39
32,39
159,80
118,42
117,83
150,31
134,23
111,39
152,40
145,37
164,50
103,40
122,53
106,45
4,34
138,34
99,42
118,55
175,37
18,53
133,40
110,56
8,45
94,48
11,50
126,0
43,2
87,45
1,5
106,58
147,59
4,47
3,51
163,40
22,64
77,0
121,43
80,5
140,56
15,61
101,64
175,50
18,66
133,53
174,54
31,5
177,59
110,69
94,61
168,10
107,0
167,51
126,13
24,2
10,67
170,56
84,53
128,59
147,72
86,62
58,0
3,64
89,67
22,77
163,53
61,5
121,56
140,69
181,70
98,72
137,0
156,13
101,77
95,3
155,54
174,67
158,59
177,72
116,62
149,10
135,75
88,0
107,13
52,77
93,78
167,64
148,14
46,3
10,80
170,69
49,8
109,59
128,72
169,73
26,24
86,75
172,78
125,3
89,80
176,5
47,83
162,70
181,83
146,62
79,72
165,75
179,10
82,77
123,78
178,14
21,67
95,16
40,80
81,81
155,67
53,19
171,11
116,75
88,13
129,14
74,78
148,27
46,16
32,81
151,32
109,72
150,73
67,75
153,78
141,24
70,80
111,81
144,29
9,70
28,83
162,83
0,21
146,75
159,14
104,78
178,27
21,80
62,81
136,30
120,22
180,73
139,35
138,76
171,24
113,19
13,81
132,32
173,33
134,78
48,38
92,81
6,41
166,30
9,83
143,46
127,38
159,27
2,43
120,35
139,48
97,51
173,46
131,49
29,38
122,0
6,54
166,43
105,33
127,51
2,56
142,36
1,60
161,49
18,0
119,52
152,0
110,3
55,67
154,46
131,62
10,1
115,54
147,6
105,46
168,65
140,3
85,67
126,68
181,4
98,6
101,11
1,73
161,62
40,1
174,1
119,65
17,54
91,3
177,6
176,47
80,73
135,9
52,11
179,52
170,3
115,67
156,68
128,6
114,71
147,19
12,60
86,9
130,52
89,14
47,17
162,4
107,68
181,17
126,81
121,3
5,20
24,70
65,71
165,9
79,6
82,11
123,12
68,76
21,1
26,79
141,66
100,65
174,14
158,6
58,68
144,71
77,81
177,19
116,9
176,60
135,22
0,63
19,76
179,65
137,68
156,81
109,6
54,70
95,71
169,20
150,7
12,73
53,74
172,25
153,12
56,79
171,66
130,65
88,68
162,17
107,81
148,82
5,33
165,22
104,12
49,76
62,15
7,79
141,79
180,7
125,71
42,73
83,74
0,76
160,28
32,28
178,82
169,33
134,12
34,74
153,25
172,38
92,15
37,79
171,79
28,30
69,31
129,82
113,74
30,39
145,26
164,39
122,42
180,20
138,23
157,36
96,26
160,41
25,82
159,82
118,44
134,25
175,26
152,42
27,47
11,39
145,39
164,52
103,42
122,55
106,47
4,36
23,49
138,36
55,1
99,44
140,45
15,50
175,39
18,55
133,42
91,45
110,58
8,47
94,50
11,52
167,40
126,2
170,45
1,7
106,60
147,61
3,53
163,42
22,66
77,2
121,45
80,7
140,58
98,61
115,1
15,63
101,66
156,2
73,4
18,68
133,55
174,56
177,61
94,63
135,64
168,12
107,2
52,66
167,53
10,69
170,58
68,10
1,20
128,61
147,74
141,0
86,64
58,2
3,66
89,69
163,55
77,15
121,58
162,59
181,72
165,64
98,74
137,2
82,66
156,15
101,79
21,56
95,5
155,56
114,18
174,69
158,61
177,74
171,0
116,64
135,77
88,2
93,80
10,82
51,83
151,21
49,10
109,61
128,74
169,75
86,77
172,80
125,5
70,69
144,18
89,82
