seed,Time(h),model,Coverage,Mean,Std_Dev,CSV_Coverage,DSV_Coverage,New_locs,Cov_Efficiency,CovDev_Vehicle_Path,Mean_Runtime
42,2009-01-03 00:59:00,AGD-C,3705.0,0.18241264883857114,0.39033196572005746,3678.0,60.0,27.0,0.45,0.49749371855331,0.1519010066986084
42,2009-01-03 01:59:00,AGD-C,4364.0,0.213205153230529,0.4101666870696846,4309.0,60.0,55.0,0.9166666666666666,0.27638539919628335,0.20558595657348633
42,2009-01-03 02:59:00,AGD-C,4007.0,0.19568612141323444,0.3970967898241262,3950.0,60.0,57.0,0.95,0.21794494717703367,0.26697492599487305
42,2009-01-03 03:59:00,AGD-C,4019.0,0.1965157134491509,0.3983441731983965,3967.0,60.0,52.0,0.8666666666666667,0.33993463423951903,0.20192813873291016
42,2009-01-03 04:59:00,AGD-C,3914.0,0.19163576029670115,0.39519651249959603,3867.0,60.0,47.0,0.7833333333333333,0.4119735698102758,0.191788911819458
42,2009-01-03 05:59:00,AGD-C,4284.0,0.20949638883466717,0.4080270131588619,4233.0,60.0,51.0,0.85,0.3570714214271425,0.17921209335327148
42,2009-01-03 06:59:00,AGD-C,4169.0,0.20388444270935,0.4039727321217222,4118.0,60.0,51.0,0.85,0.3570714214271425,0.16918110847473145
42,2009-01-03 07:59:00,AGD-C,4636.0,0.22657622486824128,0.4194313205210603,4583.0,60.0,53.0,0.8833333333333333,0.32102267140430374,0.1863412857055664
42,2009-01-03 08:59:00,AGD-C,4283.0,0.2093987897716182,0.4078378711181586,4231.0,60.0,52.0,0.8666666666666667,0.33993463423951903,0.1737968921661377
42,2009-01-03 09:59:00,AGD-C,4334.0,0.21159476869022056,0.40867789355340794,4276.0,60.0,58.0,0.9666666666666667,0.17950549357115012,0.15003609657287598
42,2009-01-03 10:59:00,AGD-C,3962.0,0.19358774155768105,0.39572657630177244,3907.0,60.0,55.0,0.9166666666666666,0.27638539919628335,0.24651622772216797
42,2009-01-03 11:59:00,AGD-C,3542.0,0.17309193831739214,0.37897112623808854,3487.0,60.0,55.0,0.9166666666666666,0.27638539919628335,0.16118502616882324
42,2009-01-03 12:59:00,AGD-C,3334.0,0.16279523716572322,0.3694430213821573,3276.0,60.0,58.0,0.9666666666666667,0.17950549357115012,0.16112899780273438
42,2009-01-03 13:59:00,AGD-C,2969.0,0.14498340815928168,0.35236120337502935,2911.0,60.0,58.0,0.9666666666666667,0.17950549357115012,0.1549370288848877
42,2009-01-03 14:59:00,AGD-C,2303.0,0.11253171969549092,0.31648243070826754,2246.0,60.0,57.0,0.95,0.2179449471770337,0.18056178092956543
42,2009-01-03 15:59:00,AGD-C,1736.0,0.08486238532110092,0.27920164409949466,1679.0,60.0,57.0,0.95,0.2179449471770337,0.13525986671447754
42,2009-01-03 16:59:00,AGD-C,1456.0,0.07114971696271716,0.257454137401092,1398.0,60.0,58.0,0.9666666666666667,0.1795054935711501,0.16004180908203125
42,2009-01-03 17:59:00,AGD-C,1332.0,0.06504977552215499,0.2468114691211112,1273.0,60.0,59.0,0.9833333333333333,0.12801909579781015,0.18189001083374023
42,2009-01-03 18:59:00,AGD-C,1189.0,0.05802264298262737,0.23378626111030976,1129.0,60.0,60.0,1.0,0.0,0.14187002182006836
42,2009-01-03 19:59:00,AGD-C,1031.0,0.050312317001756784,0.21858862678481583,971.0,60.0,60.0,1.0,0.0,0.19636988639831543
42,2009-01-03 20:59:00,AGD-C,1086.0,0.05299629123560414,0.2240260796221618,1026.0,60.0,60.0,1.0,0.0,0.18622207641601562
42,2009-01-03 21:59:00,AGD-C,1556.0,0.07598087058364239,0.26515161125673586,1497.0,60.0,59.0,0.9833333333333333,0.12801909579781018,0.14493703842163086
42,2009-01-03 22:59:00,AGD-C,2046.0,0.09984384149912161,0.2997916756913372,1986.0,60.0,60.0,1.0,0.0,0.17187094688415527
42,2009-01-03 23:59:00,AGD-C,3273.0,0.16001366386882687,0.36741650156517863,3219.0,60.0,54.0,0.9,0.3,0.22570514678955078
42,2023-01-01 50:00:00,AGD-C,3022.0833333333335,0.14773448174897522,0.3435123051434427,2967.375,60.0,54.708333333333336,0.9118055555555555,0.22423138650422436,0.1802184283733368
42,2023-01-01 100:00:00,AGD-C,9346.0,3.5456763615069296,6.263592468951089,9310.0,121.0,36.0,0.025,7.697245765698912,507.07443618774414
