seed,Time(h),model,Coverage,Mean,Std_Dev,CSV_Coverage,DSV_Coverage,New_locs,Cov_Efficiency,CovDev_Vehicle_Path,Mean_Runtime
42,2023-01-01 00:59:00,TSMTC-C,4158.0,1.2375816993464053,0.9111291035441775,4091.0,116.0,67.0,0.5583333333333333,0.7981008223971819,0.47771596908569336
42,2023-01-01 01:59:00,TSMTC-C,4088.0,1.2184640522875816,0.9168817539184353,4020.0,119.0,68.0,0.5666666666666667,0.7390181803670807,0.4553830623626709
42,2023-01-01 02:59:00,TSMTC-C,4026.0,1.1887254901960784,0.9176039823557967,3938.0,116.0,88.0,0.7333333333333333,0.691968104259671,0.4588167667388916
42,2023-01-01 03:59:00,TSMTC-C,3920.0,1.1419934640522875,0.918190149306819,3826.0,118.0,94.0,0.7833333333333333,0.565769211202526,0.46281659603118896
42,2023-01-01 04:59:00,TSMTC-C,3793.0,1.104248366013072,0.924740693426557,3695.0,111.0,98.0,0.8166666666666667,0.4965590551178619,0.4447033405303955
42,2023-01-01 05:59:00,TSMTC-C,3860.0,1.1254901960784314,0.9222754902789312,3769.0,116.0,91.0,0.7583333333333333,0.5694224915128185,0.45741522312164307
42,2023-01-01 06:59:00,TSMTC-C,4247.0,1.2625816993464052,0.9012546818159402,4157.0,94.0,90.0,0.75,0.8083006446217711,0.4635202884674072
42,2023-01-01 07:59:00,TSMTC-C,4576.0,1.3973856209150326,0.8671150960850592,4511.0,103.0,65.0,0.5416666666666666,0.822439556681451,0.48890864849090576
42,2023-01-01 08:59:00,TSMTC-C,4620.0,1.408496732026144,0.8581365822409448,4532.0,112.0,88.0,0.7333333333333333,0.7014471193357984,0.48295557498931885
42,2023-01-01 09:59:00,TSMTC-C,4664.0,1.4264705882352942,0.8531862393046841,4599.0,116.0,65.0,0.5416666666666666,0.7853822050986464,0.4793812036514282
42,2023-01-01 10:59:00,TSMTC-C,4721.0,1.4467320261437908,0.8477801309373998,4673.0,113.0,48.0,0.4,0.8774013846333052,0.4874265193939209
42,2023-01-01 11:59:00,TSMTC-C,4698.0,1.4315359477124183,0.8447563714699846,4622.0,114.0,76.0,0.6333333333333333,0.6650488217903462,0.48581767082214355
42,2023-01-01 12:59:00,TSMTC-C,4653.0,1.4245098039215687,0.8600732915847039,4608.0,119.0,45.0,0.375,0.8931314457537091,0.48536217212677
42,2023-01-01 13:59:00,TSMTC-C,4682.0,1.4297385620915033,0.8586152765285093,4649.0,119.0,33.0,0.275,0.8806305718527108,0.47875499725341797
42,2023-01-01 14:59:00,TSMTC-C,4722.0,1.4366013071895425,0.8474684819933703,4667.0,95.0,55.0,0.4583333333333333,1.0194778958150106,0.48633790016174316
42,2023-01-01 15:59:00,TSMTC-C,4685.0,1.4303921568627451,0.8531321625257547,4624.0,116.0,61.0,0.5083333333333333,0.9147278888186585,0.48951256275177
42,2023-01-01 16:59:00,TSMTC-C,4728.0,1.4423202614379085,0.8436265331875065,4667.0,116.0,61.0,0.5083333333333333,0.852184714224648,0.48724687099456787
42,2023-01-01 17:59:00,TSMTC-C,4654.0,1.4241830065359478,0.860993964573204,4610.0,115.0,44.0,0.36666666666666664,0.8994852550250957,0.4806859493255615
42,2023-01-01 18:59:00,TSMTC-C,4544.0,1.399346405228758,0.9325274344227787,4516.0,84.0,28.0,0.23333333333333334,2.6969738227230744,0.47631728649139404
42,2023-01-01 19:59:00,TSMTC-C,4640.0,1.4168300653594772,0.8818862085596464,4579.0,98.0,61.0,0.5083333333333333,1.8202491465278143,0.48391592502593994
42,2023-01-01 20:59:00,TSMTC-C,4636.0,1.4111111111111112,0.8610721053784387,4573.0,118.0,63.0,0.525,0.9322419098358895,0.48074257373809814
42,2023-01-01 21:59:00,TSMTC-C,4657.0,1.4039215686274509,0.8515178568387081,4587.0,104.0,70.0,0.5833333333333334,0.778549326153737,0.4756343364715576
42,2023-01-01 22:59:00,TSMTC-C,4473.0,1.3457516339869282,0.8786120165176582,4402.0,109.0,71.0,0.5916666666666667,0.8168744693413602,0.47077155113220215
42,2023-01-01 23:59:00,TSMTC-C,4366.0,1.296732026143791,0.8906866192327179,4311.0,103.0,55.0,0.4583333333333333,0.8927816646658369,0.458837628364563
42,2023-01-01 50:00:00,TSMTC-C,4450.458333333333,1.3437976579520698,0.8793025927511552,4384.416666666667,110.16666666666667,66.04166666666667,0.5503472222222222,0.9132569044898334,0.47495752573013306
42,2023-01-01 100:00:00,TSMTC-C,6120.0,32.25147058823529,18.352227281814688,6120.0,1308.0,0.0,0.0,17.74143176783704,414.6386754512787
