seed,Time(h),model,Coverage,Mean,Std_Dev,CSV_Coverage,DSV_Coverage,New_locs,Cov_Efficiency,CovDev_Vehicle_Path,Mean_Runtime
42,2023-01-01 00:59:00,REASSIGN-F,4130.0,0.6782679738562092,0.4744294200355213,4091.0,60.0,39.0,0.65,0.47696960070847283,11.318750619888306
42,2023-01-01 01:59:00,REASSIGN-F,4056.0,0.6666666666666666,0.4796512894563343,4020.0,59.0,36.0,0.6,0.49123311004031994,10.692972660064697
42,2023-01-01 02:59:00,REASSIGN-F,3960.0,0.6532679738562092,0.4901371424265772,3938.0,54.0,22.0,0.36666666666666664,0.5972042776517444,11.05664348602295
42,2023-01-01 03:59:00,REASSIGN-F,3855.0,0.6349673202614379,0.49184808774223654,3826.0,60.0,29.0,0.48333333333333334,0.49972214501883166,11.004350662231445
42,2023-01-01 04:59:00,REASSIGN-F,3718.0,0.613562091503268,0.499194505820504,3695.0,60.0,23.0,0.38333333333333336,0.4861984048604941,10.999514818191528
42,2023-01-01 05:59:00,REASSIGN-F,3806.0,0.6256535947712418,0.4916579237542558,3769.0,60.0,37.0,0.6166666666666667,0.48619840486049404,10.817397117614746
42,2023-01-01 06:59:00,REASSIGN-F,4181.0,0.6890522875816993,0.47541974973961626,4157.0,60.0,24.0,0.4,0.48989794855663554,11.47991394996643
42,2023-01-01 07:59:00,REASSIGN-F,4544.0,0.7468954248366013,0.4448215132011028,4511.0,59.0,33.0,0.55,0.49820130361691767,10.978883266448975
42,2023-01-01 08:59:00,REASSIGN-F,4578.0,0.7503267973856209,0.43807722824788675,4532.0,60.0,46.0,0.7666666666666667,0.4229525846816507,10.721940279006958
42,2023-01-01 50:00:00,REASSIGN-F,4092.0,0.6731844589687728,0.4761374289360039,4059.8888888888887,59.111111111111114,32.111111111111114,0.5351851851851852,0.49428641999950673,11.007818539937338
42,2023-01-01 100:00:00,REASSIGN-F,5485.0,6.0588235294117645,3.542985879553338,5400.0,365.0,85.0,0.059027777777777776,3.93264362353992,242.08847761154175
