seed,Time(h),model,Coverage,Mean,Std_Dev,CSV_Coverage,DSV_Coverage,New_locs,Cov_Efficiency,CovDev_Vehicle_Path,Mean_Runtime
42,2023-01-01 00:59:00,fuse_wo34,1441.0,2.420556107249255,1.779111526524756,1416.0,25.0,25.0,0.8333333333333334,0.32496153618543844,1.5901923179626465
42,2023-01-01 01:59:00,fuse_wo34,1430.0,2.4374379344587886,1.7753158494515022,1410.0,23.0,20.0,0.6666666666666666,0.7117698062497783,1.6680733561515808
42,2023-01-01 02:59:00,fuse_wo34,1413.0,2.371896722939424,1.788805717786947,1386.0,27.0,27.0,0.9,0.18885257457751053,1.6661160588264465
42,2023-01-01 03:59:00,fuse_wo34,1383.0,2.3028798411122144,1.802464837941827,1357.0,27.0,26.0,0.8666666666666667,0.2618914004394621,1.5683218836784363
42,2023-01-01 04:59:00,fuse_wo34,1342.0,2.2388282025819266,1.8100079875168844,1316.0,26.0,26.0,0.8666666666666667,0.2664693550105965,1.5690664052963257
42,2023-01-01 05:59:00,fuse_wo34,1359.0,2.2775571002979147,1.8192730715602872,1333.0,26.0,26.0,0.8666666666666667,0.2664693550105965,1.6726553440093994
42,2023-01-01 06:59:00,fuse_wo34,1451.0,2.4697120158887786,1.7861950529308952,1432.0,27.0,19.0,0.6333333333333333,0.9910435674266409,1.629751741886139
42,2023-01-01 07:59:00,fuse_wo34,1541.0,2.7194637537239323,1.717729416985449,1538.0,11.0,3.0,0.1,1.431637795274875,1.5990999937057495
42,2023-01-01 08:59:00,fuse_wo34,1533.0,2.7254220456802383,1.7316434598743777,1527.0,9.0,6.0,0.2,1.7708197167232476,1.6992328763008118
42,2023-01-01 09:59:00,fuse_wo34,1544.0,2.73733862959285,1.7176651167657309,1533.0,20.0,11.0,0.36666666666666664,1.2599603168354152,1.690565049648285
42,2023-01-01 10:59:00,fuse_wo34,1577.0,2.7835153922542206,1.6822593084437076,1571.0,13.0,6.0,0.2,0.9483713850721502,1.5988402366638184
42,2023-01-01 11:59:00,fuse_wo34,1581.0,2.76266137040715,1.6841677825233095,1569.0,25.0,12.0,0.4,1.0954451150103321,1.6919015645980835
42,2023-01-01 12:59:00,fuse_wo34,1542.0,2.724925521350546,1.7210664950118386,1536.0,23.0,6.0,0.2,1.2480608777745499,1.5811786651611328
42,2023-01-01 13:59:00,fuse_wo34,1591.0,2.757199602780536,1.6841262819471188,1583.0,23.0,8.0,0.26666666666666666,1.0982026904621816,1.5823997259140015
42,2023-01-01 14:59:00,fuse_wo34,1572.0,2.763654419066534,1.6910741055097367,1562.0,22.0,10.0,0.3333333333333333,1.3734495390671027,1.6776572465896606
42,2023-01-01 15:59:00,fuse_wo34,1576.0,2.7681231380337636,1.6833068936009772,1571.0,10.0,5.0,0.16666666666666666,1.3564659966250536,1.5469392538070679
42,2023-01-01 16:59:00,fuse_wo34,1589.0,2.7969215491559085,1.6740232910415955,1582.0,10.0,7.0,0.23333333333333334,1.1874342087037917,1.6646414995193481
42,2023-01-01 17:59:00,fuse_wo34,1554.0,2.7482621648460777,1.709452794548871,1548.0,10.0,6.0,0.2,1.32664991614216,1.561195194721222
42,2023-01-01 18:59:00,fuse_wo34,1544.0,2.712512413108242,1.7139744411456468,1535.0,10.0,9.0,0.3,1.1357816691600549,1.560227870941162
42,2023-01-01 19:59:00,fuse_wo34,1577.0,2.757199602780536,1.6897186919938265,1568.0,11.0,9.0,0.3,0.9958591954639383,1.6588277220726013
42,2023-01-01 20:59:00,fuse_wo34,1565.0,2.749255213505462,1.6985264194083447,1560.0,10.0,5.0,0.16666666666666666,1.6278820596099706,1.5555925965309143
42,2023-01-01 21:59:00,fuse_wo34,1564.0,2.7269116186693148,1.6934656517738693,1554.0,13.0,10.0,0.3333333333333333,0.8426500884694864,1.650209903717041
42,2023-01-01 22:59:00,fuse_wo34,1518.0,2.6226415094339623,1.7302162396456038,1498.0,20.0,20.0,0.6666666666666666,0.5830951894845301,1.539784014225006
42,2023-01-01 23:59:00,fuse_wo34,1499.0,2.5466732869910627,1.7333564788387568,1490.0,11.0,9.0,0.3,0.8624393618641034,1.5370022058486938
42,2023-01-01 50:00:00,fuse_wo34,1511.9166666666667,2.6217312148295266,1.7298727880321607,1498.9583333333333,18.0,12.958333333333334,0.43194444444444446,0.9648192798601235,1.6149780303239822
42,2023-01-01 100:00:00,fuse_wo34,2014.0,62.922045680238334,38.523692146389216,2014.0,100.0,0.0,0.0,23.526944127956774,298.9799311161041
