seed,Time(h),model,Coverage,Mean,Std_Dev,CSV_Coverage,DSV_Coverage,New_locs,Cov_Efficiency,CovDev_Vehicle_Path,Mean_Runtime
42,2023-01-01 00:59:00,GBN-F,4352.0,0.7468954248366013,0.5130552170387724,4091.0,462.0,261.0,0.54375,0.5328765190986887,10.34035062789917
42,2023-01-01 01:59:00,GBN-F,4290.0,0.7352941176470589,0.5137292321372475,4020.0,464.0,270.0,0.5625,0.5063325210557936,9.827154874801636
42,2023-01-01 02:59:00,GBN-F,4248.0,0.7218954248366013,0.5126928161234152,3938.0,439.0,310.0,0.6458333333333334,0.5730638690373585,10.000682830810547
42,2023-01-01 03:59:00,GBN-F,4169.0,0.7035947712418301,0.5033094584379001,3826.0,457.0,343.0,0.7145833333333333,0.45816200711780836,9.976270914077759
42,2023-01-01 04:59:00,GBN-F,4020.0,0.6821895424836601,0.5171658973490386,3695.0,462.0,325.0,0.6770833333333334,0.4721642064728148,10.256098985671997
42,2023-01-01 05:59:00,GBN-F,4105.0,0.694281045751634,0.5111501571014028,3769.0,459.0,336.0,0.7,0.4913711406330066,9.957974195480347
42,2023-01-01 06:59:00,GBN-F,4369.0,0.7576797385620915,0.5303900174732041,4157.0,439.0,212.0,0.44166666666666665,0.615649738348822,9.81397008895874
42,2023-01-01 07:59:00,GBN-F,4693.0,0.8155228758169935,0.5024003375296433,4511.0,461.0,182.0,0.37916666666666665,0.5378647314406635,9.963144063949585
42,2023-01-01 08:59:00,GBN-F,4762.0,0.818954248366013,0.4846333610460738,4532.0,457.0,230.0,0.4791666666666667,0.559850151948524,9.025481700897217
42,2023-01-01 09:59:00,GBN-F,4833.0,0.8299019607843138,0.4751896664980017,4599.0,452.0,234.0,0.4875,0.5527786692568472,10.174782991409302
42,2023-01-01 10:59:00,GBN-F,4920.0,0.8419934640522876,0.4595052183696235,4673.0,454.0,247.0,0.5145833333333333,0.525601616370946,10.05060887336731
42,2023-01-01 11:59:00,GBN-F,4863.0,0.8336601307189543,0.4669932353626685,4622.0,461.0,241.0,0.5020833333333333,0.516733599422744,9.016562223434448
42,2023-01-01 12:59:00,GBN-F,4796.0,0.8313725490196079,0.4870842404406648,4608.0,468.0,188.0,0.39166666666666666,0.5059727996218689,10.439487934112549
42,2023-01-01 13:59:00,GBN-F,4818.0,0.8380718954248366,0.4925140999219185,4649.0,437.0,169.0,0.35208333333333336,0.5276572299196675,9.952745914459229
42,2023-01-01 14:59:00,GBN-F,4822.0,0.8410130718954248,0.49578381182166453,4667.0,449.0,155.0,0.3229166666666667,0.5292239372927979,9.78127932548523
42,2023-01-01 15:59:00,GBN-F,4816.0,0.8339869281045752,0.48630437746492045,4624.0,456.0,192.0,0.4,0.5341521876364326,10.231032848358154
42,2023-01-01 16:59:00,GBN-F,4851.0,0.8410130718954248,0.484111226442527,4667.0,462.0,184.0,0.38333333333333336,0.5311813558503192,10.138418197631836
42,2023-01-01 17:59:00,GBN-F,4793.0,0.8316993464052288,0.49087262680985455,4610.0,459.0,183.0,0.38125,0.5297747484747567,9.026939392089844
42,2023-01-01 18:59:00,GBN-F,4718.0,0.8163398692810457,0.4940108644170434,4516.0,451.0,202.0,0.42083333333333334,0.529901009312313,10.484552383422852
42,2023-01-01 19:59:00,GBN-F,4825.0,0.8266339869281045,0.4753840312269043,4579.0,437.0,246.0,0.5125,0.579394912083832,10.075717687606812
42,2023-01-01 20:59:00,GBN-F,4867.0,0.8256535947712418,0.4539176571588086,4573.0,458.0,294.0,0.6125,0.5085789820625561,8.988169193267822
42,2023-01-01 21:59:00,GBN-F,4824.0,0.8279411764705882,0.47413872015640857,4587.0,446.0,237.0,0.49375,0.5369803025453014,10.465209007263184
42,2023-01-01 22:59:00,GBN-F,4668.0,0.7977124183006536,0.48161764012927755,4402.0,472.0,266.0,0.5541666666666667,0.5062628451418865,10.09837007522583
42,2023-01-01 23:59:00,GBN-F,4598.0,0.782843137254902,0.4851383687485331,4311.0,459.0,287.0,0.5979166666666667,0.5236196597212263,10.374629497528076
42,2023-01-01 50:00:00,GBN-F,4625.833333333333,0.7948393246187364,0.4912955116335633,4384.416666666667,455.0416666666667,241.41666666666666,0.5029513888888889,0.528547864161124,9.935818076133728
42,2023-01-01 100:00:00,GBN-F,6120.0,19.077450980392157,7.964292125358951,6120.0,3769.0,0.0,0.0,9.082356089831208,635.9891247749329
